Datum;Quelle (Domain);Titel;Kategorie;Grund;Link
2026-05-08;asb-koeln.de;Letzter Wunsch erfüllt: Mit dem Wünschewagen zum 1. FC Köln;Projekt;Bericht über die Umsetzung des Wünschewagen-Projekts und die Aufnahme eines Gastes.;https://asb-koeln.de/artikel/2026/05/08/letzter-wunsch-erfuellt-mit-dem-wuenschewagen-zum-1fckoeln/
2026-05-08;belia.de;Tierischer Besuch in unserer Tagespflege durch die fahrende Falknerin;Veranstaltung;Bericht über ein konkretes Projekt/Event in der Tagespflege;https://belia.de/news-detail/detail/tierischer-besuch-in-unserer-tagespflege-durch-die-fahrende-falknerin
2026-05-08;caritas-olpe.de;„StafFa – Stark für Familien“: Neues Projekt im Kreis Olpe gestartet;Projekt;Start eines neuen Projekts;https://www.caritas-olpe.de/news/details/staffa-stark-fuer-familien-neues-projekt-im-kreis-olpe-gestartet
2026-05-08;caritasverband-dueren.de;Tag der Pflege: Seniorinnen und Senioren danken ihren Pflegekräften;Veranstaltung;Bezug auf das jährliche 'Tag der Pflege'-Event;https://www.caritasverband-dueren.de/pressemitteilungen/tag-der-pflege-seniorinnen-und-senioren-danken-ihr/3291133/
2026-05-08;doreafamilie.de;Erweiterung erfolgreich eröffnet: DOREAFAMILIE Aschendorf feiert neuen Anbau;Eröffnung;Neuer Anbau wurde erfolgreich eröffnet;https://www.doreafamilie.de/unternehmen/neuigkeiten/erweiterung-erfolgreich-eroeffnet-doreafamilie-aschendorf-feiert-neuen
2026-05-07;elisabethstift-nottuln.de;Rikscha-Touren jetzt auch mit dem Rolli-Fiets;neues Angebot;Einführung einer neuen Maßnahme (Rolli-Fiets) für Bewohner;https://www.elisabethstift-nottuln.de/rikscha-touren-jetzt-auch-mit-dem-rolli-fiets/
2026-05-07;curata.de;Ortenberg-Selters: Pilates im CURATA Benediktuspark Ortenberg – Bewegung, die gut tut!;Veranstaltung;Bericht über eine konkrete Aktivität (Pilates-Stunde) mit Personalie.;https://www.curata.de/pilates-im-benediktuspark/
2026-05-07;bergischeresidenz.de;„Auf den Frühling!“ – Frühlingsfest in der Bergischen Residenz.;Veranstaltung;Ankündigung eines Frühlingsfestes;https://www.bergischeresidenz.de/auf-den-fruehling-fruehlingsfest-in-der-bergischen-residenz/
2026-05-07;kolfhaus.de;Mit Hilfe des Bürgerkoffers zum neuen Personalausweis;neues Angebot;Einführung des mobilen Bürgerkoffers für Ausweisanträge und Ummeldungen im Seniorenzentrum.;https://www.seniorenzentrum-heinrich-kolfhaus.de/mit-hilfe-des-buergerkoffers-zum-neuen-personalausweis/
2026-05-07;awo-kv-wesel.de;Zum wiederholten Mal besucht das Seniorentheater des Schlosstheaters Moers die AWO Begegnungsstätte in Moers-Kapellen an der Ehrenmalstraße 2.;Veranstaltung;Bericht über wiederkehrende kulturelle Veranstaltung;https://www.awo-kv-wesel.de/ueber-die-awo/aktuelles/oeffentlichkeitsarbeit/aktuelles/nachricht/klueger-gegen-betrueger-715/
2026-05-07;awo-kv-wesel.de;Zum wiederholten Mal besucht das Seniorentheater des Schlosstheaters Moers die AWO Begegnungsstätte in Moers-Kapellen an der Ehrenmalstraße 2.;Veranstaltung;Bericht über wiederkehrende kulturelle Veranstaltung;https://www.awo-kv-wesel.de/ueber-die-awo/aktuelles/oeffentlichkeitsarbeit/aktuelles/nachricht/seniorentheater-des-schlosstheaters-moers-im-awo-bbz-moers-kapellen-zu-gast-718/
2026-05-07;caritas-neuss.de;„StattRaum“ für Obdachlose eröffnet;Eröffnung;Neue Einrichtung für Obdachlose;https://www.caritas-neuss.de/aktuelles/news/StattRaum-fuer-Obdachlose-eroeffnet/
2026-05-07;malteser.de;400 Malteser auf dem Katholikentag im Einsatz;Veranstaltung;Bericht über den Einsatz von 400 Maltesern beim Katholikentag;https://www.malteser.de/newsdetails/news/buendnis-fordert-bundesweit-einheitliche-ersthelfenden-alarmierung-via-smartphone.html
2026-05-07;st-josef-in-uebach.de;Verabschiedung unserer Mitarbeiterin Ruth Geller;Personalie;Verabschiedung einer Mitarbeiterin;https://www.st-josef-in-uebach.de/aktuelles/beitrag-lesen/verabschiedung-unserer-mitarbeiterin-ruth-geller.html
2026-05-07;stiftler.de;Fotoausstellung von Andreas Blanke im Ev. Stift zu Wüsten;Veranstaltung;Ankündigung einer Fotoausstellung eines Künstlers;https://www.stiftler.de/fotoausstellung-von-andreas-blanke-im-ev-stift-zu-wuesten/
2026-05-06;hvghirten.de;Kapiteltreffen in Rom;Veranstaltung;Bericht über ein internes Treffen und Organisationsänderungen.;https://hvghirten.de/kapiteltreffen-in-rom/
2026-05-06;ahfr.de;Sommerfest am 13. Juni;Veranstaltung;Einladung zu einem konkreten Festtermin;https://www.ahfr.de/sommerfest-am-13-juni/
2026-05-06;lina-oberbaeumer-haus.de;Frühlingsfreude und Maibrauchtum;Veranstaltung;Bericht über ein traditionelles Festereignis für Bewohner;https://lina-oberbaeumer-haus.de/2026/05/06/fruehlingsfreude-und-maibrauchtum/
2026-05-06;haus-phoebe.de;Frühstück unterm Maibaum;Veranstaltung;Bericht über eine vom Heim organisierte oder geförderte Gemeinschaftsveranstaltung.;https://haus-phoebe.de/2026/05/06/fruehstueck-unterm-maibaum/
2026-05-06;katharinenstift-coesfeld.de;Angehörigennachmittag;Veranstaltung;Bericht über eine eröffnete Veranstaltung mit Vortrag;https://www.katharinenstift-coesfeld.de/angehoerigennachmittag/
2026-05-06;hanse-zentrum.de;Tierischer Besuch;Projekt;Bericht über tiergestützte Interventionen im Heimsalltag;https://www.hanse-zentrum.de/2026/05/06/tierischer-besuch/
2026-05-06;kkh-hagen.de;Sachbeabeiter:in für die Finanzbuchhaltung (m/w/d);Stellenanzeige;Stellenausschreibung (regelbasiert erkannt);https://kkh-hagen.de/sachbeabeiterin-fuer-die-finanzbuchhaltung-m-w-d/
2026-05-06;kkimk.de;Sachbearbeiter:in für die Finanzbuchhaltung (m/w/d);Stellenanzeige;Stellenausschreibung (regelbasiert erkannt);https://kkimk.de/blog/2026/05/06/sachbearbeiterin-fuer-die-finanzbuchhaltung-m-w-d/
2026-05-06;caritas-hamm.de;Auszubildende der Caritas Hamm für NRW-Pflegepreis nominiert;Auszeichnung;Nominierung von Auszubildenden für einen regionalen Pflegepreis;https://www.caritas-hamm.de/aktuelles/presse/auszubildende-der-caritas-hamm-fuer-nrw-pflegepreis-nominiert-428abb8a-d8d1-475d-886e-6744bbf68c22
2026-05-06;caritasverband-dueren.de;Zwei Auszubildende aus dem Caritasverband Düren-Jülich von der IHK Aachen ausgezeichnet;Auszeichnung;Titel beschreibt eine Auszeichnung für Auszubildende des Trägers.;https://www.caritasverband-dueren.de/pressemitteilungen/zwei-auszubildende-aus-dem-caritasverband-dueren-j/3291091/
2026-05-06;kkle.de;Strategische SchlüsselfunktionAnnabell Venhoven leitet neue Stabsstelle Zentrales Belegungsmanagement;Personalie;Neubesetzung einer leitenden Position;https://www.kkle.de/news/annabell-venhoven-leitet-neue-stabsstelle-zentrales-belegungsmanagement
2026-05-05;johannes-bochum.de;Frischer Erdbeerkuchen und Musik – gemeinsam lachen und feiern;Veranstaltung;Bericht über ein konkretes Festereignis;https://johannes-bochum.de/frischer-erdbeerkuchen-und-musik-gemeinsam-lachen-und-feiern/
2026-05-05;hvghirten.de;Laptop-Spende von Curacon;Projekt;Neues Angebot durch Spende zur digitalen Teilhabe;https://hvghirten.de/laptop-spende-von-curacon/
2026-05-05;bergischeresidenz.de;Der „Mehr-Mobilität-Wagen“ – Bergische Residenz Refrath unterstützt evangelisches Sozialmobil.;Projekt;Unterstützung eines sozialen Projekts durch das Pflegeheim;https://www.bergischeresidenz.de/der-mehr-mobilitaet-wagen-bergische-residenz-refrath-unterstuetzt-evangelisches-sozialmobil/
2026-05-05;antoniushaus-lh.de;Maibaum aufstellen 2026;Veranstaltung;Bericht über eine konkrete Aktion (Maibaum-Aufstellen) mit Einbindung von Personal und Gästen.;https://antoniushaus-lh.de/2026/05/05/maibaum-aufstellen-2026/
2026-05-05;seniorenhaus-korschenbroich.de;Save the Date: 11.07.2026 Sommerfest;Veranstaltung;Einladung zu einem Sommerfest;https://www.seniorenhaus-korschenbroich.de/2026/05/05/save-the-date-11-07-2026-sommerfest/
2026-05-05;stift-tilbeck-gmbh.de;Alexianer Stift Tilbeck GmbH – Start in ein neues Kapitel;Unternehmensstruktur;Offizieller Zusammenschluss und Neubesetzung der Geschäftsführung;https://www.stift-tilbeck.de/alexianer-stift-tilbeck-gmbh-start-in-ein-neues-kapitel/
2026-05-05;stift-tilbeck.de;Alexianer Stift Tilbeck GmbH – Start in ein neues Kapitel;Unternehmensstruktur;Offizieller Zusammenschluss und Neubesetzung der Geschäftsführung;https://www.stift-tilbeck.de/alexianer-stift-tilbeck-gmbh-start-in-ein-neues-kapitel/
2026-05-05;kkh-hagen.de;MFA (m/w/d);Stellenanzeige;Stellenausschreibung (regelbasiert erkannt);https://kkh-hagen.de/mfa-mvz-m-w-d/
2026-05-05;augusta-kliniken.de;Fortbildungstag von der Pflege für die Pflege im EvK Hattingen;Veranstaltung;Ankündigung eines spezifischen Fortbildungstages;https://www.augusta-kliniken.de/aktuelle-meldungen/meldung/fortbildungstag-von-der-pflege-fuer-die-pflege-im-evk-hattingen.html
2026-05-05;diakonie-mark-ruhr.de;Wildkräuter entdecken: Kurs für Naturbegeisterte;Aktion;Ankündigung eines konkreten Angebots/Kurses;https://www.diakonie-mark-ruhr.de/aktuelles?tx_ttnews%5Btt_news%5D=3694&cHash=980821325a90e8d9e40f74d2346917a5
2026-05-05;evkln.de;Kunstprojekt im Evangelischen Klinikum Niederrhein;Kunstprojekt;Titel deutet auf ein konkretes kulturelles Projekt im Klinikum hin.;https://www.evkln.de/der-verbund/news-details/mehr-farbe-und-ein-schmunzeln-im-klinikalltag.html
2026-05-05;klinikum-hochsauerland.de;Veranstaltungshinweis: Endometriose erkennen und behandeln;Veranstaltung;Titel deutet auf eine konkrete Gesundheitsveranstaltung oder Informationsaktion hin.;https://www.klinikum-hochsauerland.de/unternehmen/aktuelles/aktuell/veranstaltungshinweis-endometriose-erkennen-und-behandeln
2026-05-04;haus-st-josef-wadersloh.de;Unser Kioskwagen – Einkauf mit Herz direkt im Haus;neues Angebot;Beschreibung eines neuen Einkaufsangebots (Kioskwagen) für Bewohner;https://haus-st-josef-wadersloh.smmp.de/2026/05/04/unser-kioskwagen-einkauf-mit-herz-direkt-im-haus/
2026-05-04;bethesda-borbeck.de;Parkleuchten;Veranstaltung;Bericht über einen Ausflug mit Bewohnern;https://www.bethesda-borbeck.de/index.php/de/aktuell/aktuelles/334-parkleuchten
2026-05-04;luehlerheim.de;Pflegefachkraft / Pflegefachassistenz für den Wochenenddienst (Minijob);Personalie;Anzeige einer neuen Stellenbesetzung;https://luehlerheim.de/stellenanzeigen/pflegefachkraft-pflegefachassistenz-fuer-den-wochenenddienst-minijob/
2026-05-04;kkle.de;Zukunftschancen in der PflegeBildungsakademie für Gesundheitsberufe: 42 Nachwuchskräfte starten in die Ausbildung;Personalie;Start von 42 neuen Auszubildenden;https://www.kkle.de/news/bildungsakademie-fuer-gesundheitsberufe-42-nachwuchskraefte-starten-in-die-ausbildung
2026-05-03;gsf-seniorenheime.de;Pflegefachkraft als stellvertretende Pflegedienstleitung (m/w/d) in Vollzeit oder Teilzeit;Stellenanzeige;Stellenausschreibung (regelbasiert erkannt);https://www.gsf-seniorenheime.de/pflegefachkraft-als-stellvertretende-pflegedienstleitung-m-w-d-in-vollzeit-oder-teilzeit/
2026-05-02;franziskus-kleve.de;Gemeinsames Maibaumsetzen am Veronika‑Haus;Veranstaltung;Bericht über eine lokale Gemeinschaftsaktion und Feier;https://franziskus-kleve.de/veronika-haus/gemeinsames-maibaumsetzen-am-veronika-haus/
2026-05-02;franziskus-kleve.de;Musikalischer Nachmittag mit dem Duo Hörbar;Veranstaltung;Bericht über einen kulturellen Nachmittag für Bewohner;https://franziskus-kleve.de/veronika-haus/musikalischer-nachmittag-mit-dem-duo-hoerbar/
2026-05-02;franziskus-kleve.de;Gemeinsam den Mai begrüßen: Maibaumstellen im Franziskus‑Haus Kleve;Veranstaltung;Beschreibung einer jährlichen Gemeinschaftsaktion (Maibaumstellen) mit Bewohnerbeteiligung.;https://franziskus-kleve.de/franziskus-haus/gemeinsam-den-mai-begruessen-maibaumstellen-im-franziskus-haus-kleve/
2026-05-02;franziskus-kleve.de;Gut besuchte Maiandacht im Franziskus-Haus;Veranstaltung;Bericht über eine traditionelle Maiandacht mit Besucherzahlen und Beschreibung des Ablaufs.;https://franziskus-kleve.de/franziskus-haus/gut-besuchte-maiandacht-im-franziskus-haus/
2026-05-02;protea.care;Das Waffelcafé öffnet am 10. Mai 2026 um 15 Uhr!;Eröffnung;Neues Angebot/Eröffnung eines Cafés;https://protea.care/das-waffelcafe-oeffnet-am-10-mai-2026-um-15-uhr/
2026-05-01;stiftung-kempen.de;Richtfest: 150 Gäste staunen;Eröffnung;Bericht über Richtfest und Baufortschritt eines neuen Wohnensembles;https://stiftung-kempen.de/richtfest/
2026-04-30;seniorenheim-neandertal.de;Heimzeitung Mai 2026;Veranstaltung;Veröffentlichung einer Ausgabe der Heimzeitung;https://www.seniorenheim-neandertal.de/2026/04/30/heimzeitung-mai-2026/
2026-04-30;adolphi-stiftung.de;Pflanzaktion;Aktion;Beschreibung einer gemeinsamen Pflanzaktion mit Bewohnern und Ehrenamtlichen.;https://adolphi-stiftung.de/pflanzaktion/
2026-04-30;eszk.de;Pflanzaktion;Aktion;Beschreibung einer gemeinsamen Pflanzaktion mit Bewohnern und Ehrenamtlichen.;https://adolphi-stiftung.de/pflanzaktion/
2026-04-30;adolphi-stiftung.de;Azubi Party „Our Nurses, Our Future“;Veranstaltung;Bericht über eine konkrete Azubi-Party im Rahmen des Tag der Pflege.;https://adolphi-stiftung.de/azubi-party-our-nurses-our-future/
2026-04-30;eszk.de;Azubi Party „Our Nurses, Our Future“;Veranstaltung;Bericht über eine konkrete Azubi-Party im Rahmen des Tag der Pflege.;https://adolphi-stiftung.de/azubi-party-our-nurses-our-future/
2026-04-30;laurentiusstift-coesfeld.de;Vorbereitungen für den Mai – der Maibaum wird aufgestellt;Veranstaltung;Beschreibung einer konkreten Aktion (Maibaumaufstellen) mit Bewohnern;https://www.laurentiusstift-coesfeld.de/maibaum-aufstellen/
2026-04-30;martinus.smmp.de;Wir eröffnen eine zweite Tagespflege;Eröffnung;Neue Einrichtung mit zwölf Plätzen;https://martinus.smmp.de/2026/04/30/wir-eroeffnen-eine-zweite-tagespflege/
2026-04-30;haus-phoebe.de;Dämmerschoppen „Tanz in den Mai“;Veranstaltung;Bericht über eine im Haus durchgeführte soziale Veranstaltung.;https://haus-phoebe.de/2026/04/30/daemmerschoppen-tanz-in-den-mai/
2026-04-30;caritas-geldern.de;Ehrenamtliche Frauen für das Interkulturelle Frauenfest in Geldern gesucht;Stellenanzeige;Stellenausschreibung (regelbasiert erkannt);https://www.caritas-geldern.de/verband/presse/presse/ehrenamtliche-frauen-fuer-das-interkulturelle-frauenfest-in-geldern-gesucht-3f641223-c041-4da8-967b-
2026-04-30;caritas-herten.de;REWE Engelhardt fördert soziales Engagement, Caritas profitiert: Auszubildende sammeln Lebensmittel für die Tafel Herten;Projekt;Auszubildende sammeln Lebensmittel für die Tafel;https://www.caritas-herten.de/caritas-und-kirche/pressemitteilungen/rewe-engelhardt-foerdert-soziales-engagement-caritas-profitiert-auszubildende-sammeln-lebensmittel-f
2026-04-30;caritasverband-steinfurt.de;500 Euro-Spende von ONVIO für Projekt Weg-Gefährten;Spende;Neue finanzielle Förderung für ein konkretes Projekt;https://www.caritasverband-steinfurt.de/pressemitteilungen/500-euro-spende-von-onvio-fuer-projekt-weg-gefaehr/3282416/
2026-04-30;diakonie-muenster.de;Abschied und Neubeginn: Wechsel in der Bereichsleitung im Beratungs- und BildungsCentrum;Personalie;Meldung über Wechsel in der Bereichsleitung;https://diakonie-muenster.de/wechsel-in-der-bereichsleitung-im-beratungs-und-bildungscentrum/
2026-04-30;evkln.de;Neue Spezialsprechstunde am Johanniter Krankenhaus Oberhausen für seltene und komplexe Lungenerkrankungen;neues Angebot;Eröffnung einer neuen Spezialsprechstunde für seltene Lungenerkrankungen;https://www.evkln.de/der-verbund/news-details/neue-spezialsprechstunde-am-johanniter-krankenhaus-oberhausen-fuer-seltene-und-komplexe-lungenerkrankungen.html
2026-04-29;vinzentinerinnen.de;Schließung des Hauses Rosalie Rendu;Schließung;Wichtige Neuigkeit über die Schließung einer Einrichtung;https://vinzentinerinnen.de/blog/2026/04/29/schliessung-des-hauses-rosalie-rendu/
2026-04-29;haus-hellersen.de;Seminar im Haus Hellersen: Prävention und Handlungssicherheit bei sexualisierter Gewalt am Arbeitsplatz;Veranstaltung;Bericht über ein durchgeführtes Seminar im Haus.;https://haus-hellersen.de/seminar-im-haus-hellersen-praevention-und-handlungssicherheit-bei-sexualisierter-gewalt-am-arbeitsplatz
2026-04-29;altenheime-essen.de;Neuer Heimbeirat im Papst Leo Haus;Personalie;Wahl eines neuen Heimbeirats;https://ng-se.de/neuer-heimbeirat-im-papst-leo-haus/
2026-04-29;ng-se.de;Neuer Heimbeirat im Papst Leo Haus;Personalie;Wahl eines neuen Heimbeirats;https://ng-se.de/neuer-heimbeirat-im-papst-leo-haus/
2026-04-29;elisabethstift-nottuln.de;SAVE THE DATE! 💬 Vortrag: „Alles rund um den Heimeinzug – Finanzierung und Pflegeversicherung“;Veranstaltung;Ankündigung einer Vortragsreihe mit konkretem Datum und Thema.;https://www.elisabethstift-nottuln.de/save-the-date-%f0%9f%92%ac-vortrag-alles-rund-um-den-heimeinzug-finanzierung-und-pflegeversicherung/
2026-04-29;ravensberger-residenz.de;Frühling in der Ravensberger Residenz;Veranstaltung;Bericht über einen Bewohnerausflug und ein kulinarisches Event.;https://ravensberger-residenz.de/fruehling-in-der-ravensberger-residenz/
2026-04-29;boecker-stiftung.de;Boecker-Kurier 5/2026;Veranstaltung;Veröffentlichung einer neuen Publikation (Kurier) mit inhaltlichen Rückblicken und Ankündigungen.;https://www.boecker-stiftung.de/boecker-kurier-5-2026/
2026-04-29;augustahospital.de;Start einer Informationsreihe;Aktion;Start einer neuen Informationsreihe ist ein neues Angebot/Aktion.;https://www.augustahospital.de/unternehmen/aktuelles/aktuell/start-einer-informationsreihe
2026-04-29;seniorenwohnen-im-park.de;Wir feiern die Walburgisnacht;Veranstaltung;Titel deutet auf eine spezifische Feier/Veranstaltung hin.;https://www.seniorenwohnen-im-park.de/aktuelles/aktuelles-detail/64
2026-04-28;elisabethstift-nottuln.de;Gesundheitstag der AOK für unsere Mitarbeitenden;Aktion;Bericht über eine interne Veranstaltung (Gesundheitstag) mit konkreten Aktivitäten.;https://www.elisabethstift-nottuln.de/gesundheitstag-der-aok-fuer-unsere-mitarbeitenden/
2026-04-28;awo-rhein-oberberg.de;AG Freie Wohlfahrtspflege besucht die Kommunen;Veranstaltung;Bericht über Besuch und Projektpräsentation;https://www.awo-rhein-oberberg.de/blog/2026/04/28/ag-freie-wohlfahrtsverbaende-besucht-die-kommunen/
2026-04-28;caritas-dortmund.de;Zukunft der Pflege in Dortmund: SeniorenDo lädt zum Dialog ins Rathaus;Veranstaltung;Einladung zu einer öffentlichen Diskussionsveranstaltung;http://www.caritas-dortmund.de/aktuelles/presse/zukunft-der-pflege-in-dortmund-seniorendo-laedt-zum-dialog-ins-rathaus-8660e451-bd78-4d71-aa32-607a1
2026-04-28;caritasdortmund.de;Zukunft der Pflege in Dortmund: SeniorenDo lädt zum Dialog ins Rathaus;Veranstaltung;Einladung zu einer öffentlichen Diskussionsveranstaltung;http://www.caritas-dortmund.de/aktuelles/presse/zukunft-der-pflege-in-dortmund-seniorendo-laedt-zum-dialog-ins-rathaus-8660e451-bd78-4d71-aa32-607a1
2026-04-28;clarastift-lh.de;Mitarbeitervorstellung;Personalie;Vorstellung einer Mitarbeiterin mit Porträt;https://heilig-geist-stiftung.de/mitarbeitervorstellung/
2026-04-28;heilig-geist-stiftung.de;Mitarbeitervorstellung;Personalie;Vorstellung einer Mitarbeiterin mit Porträt;https://heilig-geist-stiftung.de/mitarbeitervorstellung/
2026-04-28;marienstift-havixbeck.de;Mitarbeitervorstellung;Personalie;Vorstellung einer Mitarbeiterin mit Porträt;https://heilig-geist-stiftung.de/mitarbeitervorstellung/
2026-04-28;clarastift-lh.de;Heimat im Kopf;Projekt;Beschreibung eines neuen inklusiven Projekts zur geistigen Aktivierung von Senioren.;https://heilig-geist-stiftung.de/heimat-im-kopf/
2026-04-28;heilig-geist-stiftung.de;Heimat im Kopf;Projekt;Beschreibung eines neuen inklusiven Projekts zur geistigen Aktivierung von Senioren.;https://heilig-geist-stiftung.de/heimat-im-kopf/
2026-04-28;marienstift-havixbeck.de;Heimat im Kopf;Projekt;Beschreibung eines neuen inklusiven Projekts zur geistigen Aktivierung von Senioren.;https://heilig-geist-stiftung.de/heimat-im-kopf/
2026-04-28;haus-phoebe.de;10 Jahre und 15 Jahre im Team;Personalie;Jubiläum und Anerkennung einer Mitarbeiterin;https://haus-phoebe.de/2026/04/28/10-jahre-und-15-jahre-im-team/
2026-04-28;gesob-gmbh.de;Waldwoche;Veranstaltung;Bericht über eine organisierte Aktivität (Waldwoche) für die Bewohner.;https://www.gesob-gmbh.de/2026/04/28/waldwoche/
2026-04-28;stemweder-berg-seniorenhaus.de;Pflegefachkraft / Pflegefachmann / Pflegefachfrau;Stellenanzeige;Stellenausschreibung (regelbasiert erkannt);https://stemweder-berg-seniorenhaus.de/pflegefachkraft-pflegefachmann-pflegefachfrau/
2026-04-28;diakonie-rkn.de;Programm im Diakonie Stift Norf;Veranstaltung;Regelmäßige kulturelle Veranstaltung angekündigt;https://www.diakonie-rkn.de/aktuelles/programm-im-diakonie-stift-norf/
2026-04-28;johannes-bochum.de;Ruhrpott-Comedy mit Anton Klopotek;Veranstaltung;Bericht über eine Comedy-Show mit Anton Klopotek;https://johannes-bochum.de/2026-anton-klopotek/
2026-04-28;awo-kv-wesel.de;Kinder von Musikprojekt „Dschungeldoktor Mika“ begeistert;Veranstaltung;Titel deutet auf ein konkretes kulturelles Projekt oder eine Veranstaltung hin.;https://www.awo-kv-wesel.de/ueber-die-awo/aktuelles/oeffentlichkeitsarbeit/aktuelles/nachricht/dschungelfieber-und-viel-gute-laune-in-der-awo-kita-averbruchstrasse-713/
2026-04-28;diakonie-mark-ruhr.de;Onlinetreffen für berufstätige Angehörige von Pflegebedürftigen;Veranstaltung;Ankündigung eines konkreten Online-Ereignisses für eine Zielgruppe;https://www.diakonie-mark-ruhr.de/aktuelles?tx_ttnews%5Btt_news%5D=3685&cHash=72203f2d33f690f5822eb11334c90719
2026-04-27;boecker-stiftung.de;50 Jahre Grundsteinlegung;Jubiläum;Gedenken an historisches Datum und Festakt zur 50-Jahr-Feier;https://www.boecker-stiftung.de/50-jahre-grundsteinlegung/
2026-04-27;vivat-leben.de;Tierischer Besuch in der Vivat am 27.04.2026;Veranstaltung;Bericht über einen Besuch von Alpakas als besonderes Ereignis für Bewohner und Mitarbeiter.;https://vivat-gmbh.de/2026/04/27/tierischer-besuch-in-der-vivat-am-27-04-2026/
2026-04-27;lavida-pflegepartner.de;Schüttorf Pflegeprozessbeauftragter / Dokumentationsbeauftragter;Personalie;Titelbezeichnung deutet auf eine neue Personalzuteilung oder Ernennung hin.;https://lavida-pflegepartner.de/karriere/schuettorf-pflegeprozessbeauftragter-dokumentationsbeauftragter/
2026-04-27;haus-phoebe.de;10 Jahre Engagement im Sozialen Dienst;Personalie;Jubiläum und Anerkennung einer Mitarbeiterin;https://haus-phoebe.de/2026/04/27/10-jahre-engagement-im-sozialen-dienst/
2026-04-27;vivat-leben.de;Bewegte Tagespflege — Auszeichnung der IKK classic;Auszeichnung;Die Meldung beschreibt eine konkrete Auszeichnung für ein Projekt, was eine echte Neuigkeit darstellt.;https://vivat-gmbh.de/2026/04/27/bewegte-tagespflege-auszeichnung-der-ikk-classic/
2026-04-27;awo-kv-wesel.de;Informieren, austauschen und kennenlernen bei unserer Willkommensveranstaltung;Veranstaltung;Titel deutet auf eine Willkommensveranstaltung hin;https://www.awo-kv-wesel.de/ueber-die-awo/aktuelles/oeffentlichkeitsarbeit/aktuelles/nachricht/herzlich-willkommen-bei-der-awo-712/
2026-04-27;caritas-olpe.de;Seit zehn Jahren Herzensort im Wend’schen: Caritas-Tagespflege lädt zum Jubiläum ein;Veranstaltung;Jubiläumseinladung;https://www.caritas-olpe.de/news/details/seit-zehn-jahren-herzensort-im-wendschen-caritas-tagespflege-laedt-zum-jubilaeum-ein-1
2026-04-27;evkln.de;Medizin im Revier: Moderner Gelenkersatz bei Hüfte und Knie im Johanniter Krankenhaus Oberhausen;Eröffnung;Präsentation neuer medizinischer Leistung und Modernisierung;https://www.evkln.de/der-verbund/news-details/orthopaedie-experten-informieren-am-5-mai.html
2026-04-27;klinikum-hochsauerland.de;Großspende ermöglicht Anschaffung eines modernen Neuronavigationsgerät für die Neurochirurgie;Investition;Erwähnung einer Großspende für Anschaffung medizinischer Technologie;https://www.klinikum-hochsauerland.de/unternehmen/aktuelles/aktuell/grossspende-ermoeglicht-anschaffung-eines-modernen-neuronavigationsgeraet-fuer-die-neurochirurgie
2026-04-27;raphaelsklinik.de;Töne der Toskana sollen Wohlbefinden von Patient*innen auf Krebsstation verbessern;Projekt;Neue Maßnahme zur Verbesserung des Wohlbefindens;https://www.raphaelsklinik.de/unternehmen/aktuelles/aktuell/toene-der-toskana-sollen-wohlbefinden-von-patientinnen-auf-krebsstation-verbessern
2026-04-26;stemweder-berg-seniorenhaus.de;Pflegefachassistent;Stellenanzeige;Stellenausschreibung (regelbasiert erkannt);https://stemweder-berg-seniorenhaus.de/pflegefachassistent/
2026-04-26;altenheime-essen.de;5 Sterne für St. Maria Immaculata;Auszeichnung;Titel deutet auf eine Auszeichnung (5 Sterne) für das Pflegeheim hin.;https://ng-se.de/5-sterne-fuer-st-maria-immaculata-11/
2026-04-26;ng-se.de;5 Sterne für St. Maria Immaculata;Auszeichnung;Titel deutet auf eine Auszeichnung (5 Sterne) für das Pflegeheim hin.;https://ng-se.de/5-sterne-fuer-st-maria-immaculata-11/
2026-04-26;st-josef-in-uebach.de;Frühjahrskonzert des Frauenchors Li(e)dschatten;Veranstaltung;Ankündigung eines kulturellen Events (Konzer);https://www.st-josef-in-uebach.de/aktuelles/beitrag-lesen/fruehjahrskonzert-des-frauenchors-li-e-dschatten.html
2026-04-25;stemweder-berg-seniorenhaus.de;Pflegehilfskraft;Stellenanzeige;Stellenausschreibung (regelbasiert erkannt);https://stemweder-berg-seniorenhaus.de/pflegehilfskraft/
2026-04-25;int-bsw.de;"Beim Elternworkshop am 25.04.2026 werden nun die Angehörigen für einen Tag ""therapiert"".";Veranstaltung;Ankündigung eines konkreten Angehörigen-Workshops;https://www.int-bsw.de/aus-den-einrichtungen/beim-elternworkshop-am-25042026-werden-nun-die-angehoerigen-fuer-einen-tag-therapiert
2026-04-24;altenheime-essen.de;Besuch der Altenpflegemesse in Essen;Veranstaltung;Bericht über Teilnahme an Fachmesse;https://ng-se.de/besuch-der-altenpflegemesse-in-essen/
2026-04-24;ng-se.de;Besuch der Altenpflegemesse in Essen;Veranstaltung;Bericht über Teilnahme an Fachmesse;https://ng-se.de/besuch-der-altenpflegemesse-in-essen/
2026-04-24;stemweder-berg-seniorenhaus.de;Verwaltungsfachkraft;Stellenanzeige;Stellenausschreibung (regelbasiert erkannt);https://stemweder-berg-seniorenhaus.de/verwaltungsfachkraft/
