ID;Name;Träger;Ort;Kreis;Adresse;Telefon;E-Mail;Website;Geschäftsführung;GF-Quelle;Einrichtungsleitung;EL-Quelle;Facebook;Instagram;LinkedIn;YouTube;Social Media (alle);Newsletter;Qualität;Quellen/Hinweise
252;AWO Seniorenzentrum Minister Achenbach;;Lünen;Kreis Unna;Hermann-Schmälzger-Str. 15-19, 44536 Lünen;0231/8783-1;Matthias.Zilkowski@awo-ww.de;https://www.awo-ww.de/seniorenzentren;Michael Scheffler, Anja Butschkau, Uwe Hildebrandt;impressum:https://awo-ww.de/impressum;Herr Matthias Zilkowski;api:ansprechpartner;https://facebook.com/awo.bezirk.ww;;;https://youtube.com/c/Awo-wwDe;facebook: https://facebook.com/awo.bezirk.ww | youtube: https://youtube.com/c/Awo-wwDe;https://awo-ww.de/newsletteranmeldung;complete;tel:api | mail:api | addr:api
1524;Altenzentrum St. Norbert;Caritasverband Lünen-Selm-Werne e.V;Lünen;Kreis Unna;Laakstr. 78, 44534 Lünen;02306/70080;st.norbert@caritas-luenen.de;https://www.caritas-luenen.de;Caritasverbandes Lünen-Selm, Markus Metten, Heike Homann, Anerkennung der Gemeinnützigkeit;impressum:https://www.caritas-luenen.de/impressum/;Frau Rebecca Wittbecker;api:ansprechpartner;https://facebook.com/153130864849550;;https://de.linkedin.com/company/caritasverband-luenen-selm-werne;;facebook: https://facebook.com/153130864849550 | linkedin: https://de.linkedin.com/company/caritasverband-luenen-selm-werne;;complete;tel:api | mail:api | addr:api
11842;Coldinne Stift;;Lünen;Kreis Unna;Alstedder Str. 150, 44534 Lünen;02306-9101-100;hl-coldinne-stift@comunita-seniorenhaeuser.de;https://www.wo-das-herz-arbeitet.de;Nicht ermittelt;none;Frau Susanne Weiß;api:ansprechpartner;;;;;;;complete;tel:api | mail:api | addr:api
301;Ev. Altenzentrum Lünen;Diakonisches Werk Dortmund und Lünen gGmbH;Lünen;Kreis Unna;Bebelstr. 200, 44532 Lünen;02306 9447-722;evaltenzentrumluenen@diakonie-ruhr.de;https://www.diakoniedortmund.de/altern-und-pflege/ev-altenzentrum-luenen.html;Uta Schütte, Niels Back;impressum:https://www.diakoniedortmund.de/impressum;Frau Simone Benski;api:ansprechpartner;https://facebook.com/diakoniedortmund;;;;facebook: https://facebook.com/diakoniedortmund;;complete;tel:api | mail:api | addr:api
302;Ev. Altenzentrum Lünen  - Kurzzeitpflege -;;Lünen;Kreis Unna;Bebelstr. 200, 44532 Lünen;02306 9447-722;evaltenzentrumluenen@diakonie-ruhr.de;https://www.diakonie-ruhr.de/einrichtungen/ev-altenzentrum-luenen;Jens Koch;impressum:https://diakonie-ruhr.de/servicebereich/impressum;Frau Gabriele Kusber;api:ansprechpartner;;;;;;;complete;tel:api | mail:api | addr:api
398;Residenz Osterfeld;Alloheim Senioren-Residenzen SE;Lünen;Kreis Unna;Günther-Kleine-Str. 1, 44532 Lünen;0211 47870;info@alloheim.de;https://www.alloheim.de/pflege-luenen-osterfeld/kontakt;Dr. Steffen Hehner, Carolin Behrendt, Petra Groth, Dr. Christian Mayer, Christoph Mosler, Thomas Rietz, Philipp Schuh;impressum:https://www.alloheim.de/impressum;Nicht ermittelt;none;https://facebook.com/AlloheimSE;;https://de.linkedin.com/company/alloheim-senioren-residenzen-se;;facebook: https://facebook.com/AlloheimSE | linkedin: https://de.linkedin.com/company/alloheim-senioren-residenzen-se | xing: https://xing.com/pages/alloheimsenioren-residenzense;;complete;tel:web(mistral) | mail:web(mistral) | addr:api
8235;Seniorenhaus Wethmar Mark GmbH;Seniorenhaus Wethmar-Mark GmbH;Lünen;Kreis Unna;Wethmar Mark 76, 44534 Lünen;02306 30500;einrichtungsleitung@seniorenhaus-wethmar-mark.de;https://www.seniorenhaus-wethmar-mark.de;Marcus Mohring;impressum:https://www.seniorenhaus-wethmar-mark.de/impressum;Frau Claudia Köpke;api:ansprechpartner;;;;;;;complete;tel:api | mail:api | addr:api
399;Seniorenzentrum Beckinghausen;Alloheim Senioren-Residenzen SE;Lünen;Kreis Unna;Kamenerstrasse 224, 44532 Lünen;0230698484-0;astrid.schlueter@alloheim.de;https://www.alloheim.de;Dr. Steffen Hehner, Carolin Behrendt, Petra Groth, Dr. Christian Mayer, Christoph Mosler, Thomas Rietz, Philipp Schuh;impressum:https://www.alloheim.de/impressum;Astrid Schlüter;api:ansprechpartner;https://facebook.com/AlloheimSE;;https://de.linkedin.com/company/alloheim-senioren-residenzen-se;;facebook: https://facebook.com/AlloheimSE | linkedin: https://de.linkedin.com/company/alloheim-senioren-residenzen-se | xing: https://xing.com/pages/alloheimsenioren-residenzense;;complete;tel:api | mail:api | addr:api
22272;Seniorenzentrum an der Lippe;Caritasverband Lünen-Selm-Werne e.V;Lünen;Kreis Unna;Merschstr. 31, 44534 Lünen;02306765150;b.lisci@caritas-luenen.de;https://www.caritas-luenen.de;Caritasverbandes Lünen-Selm, Markus Metten, Heike Homann, Anerkennung der Gemeinnützigkeit;impressum:https://www.caritas-luenen.de/impressum/;Benjamin Lisci;api:ansprechpartner;https://facebook.com/153130864849550;;https://de.linkedin.com/company/caritasverband-luenen-selm-werne;;facebook: https://facebook.com/153130864849550 | linkedin: https://de.linkedin.com/company/caritasverband-luenen-selm-werne;;complete;tel:api | mail:api | addr:api
18074;fünf Wände Lünen;;Lünen;Kreis Unna;Rudolph-Nagell-Straße 17, 44534 Lünen;02306 / 9103498;;https://www.fuenfwaende.de;Wolfgang Bahrenberg, Carsten Werner;impressum:https://www.fuenfwaende.de/impressum.html;Herr Kaan Avci;api:ansprechpartner;;;;;;;partial;tel:api | addr:api
22268;Caritas Seniorenzentrum Mariä Heimsuchung;;Marienheide;Oberbergischer Kreis;Hermannsbergstraße 11, 51709 Marienheide;+49 2264 4599-0;;;Antonia Eigendorf;websearch-cache:https://caritas-oberberg.de;Nicht ermittelt;none;;;;;;;partial;tel:web(mistral) | addr:api
36621;Seniorenresidenz Marienheide;;Marienheide;Oberbergischer Kreis;Müllenbacher Straße 4, 51709 Marienheide;024649086603;zbm@compassio.de;https://www.compassio.de;Christopher Nolde, Dr. Florian Frensch, Oliver Jaenicke, Johannes Knake;impressum:https://www.compassio.de/impressum/;Alexandra Kotzott;api:ansprechpartner;https://facebook.com/compassiopflege;;https://linkedin.com/company/compassio-lebensraeume-pflege;https://youtube.com/@compassiopflege;facebook: https://facebook.com/compassiopflege | linkedin: https://linkedin.com/company/compassio-lebensraeume-pflege | youtube: https://youtube.com/@compassiopflege | xing: https://xing.com/pages/compassio;;complete;tel:api | mail:api | addr:api
1925;Albert-Schweitzer-Haus;Evangelisches Johanneswerk gGmbH;Marienmünster;Kreis Höxter;Berliner Str. 16, 37696 Marienmünster;05276/9850137;andrea.marx@johanneswerk.de;https://www.johanneswerk.de;Sabine Hirte, Dr. Bodo de Vries, Burkhard Bensiek, Frank Lohmann;impressum:https://www.johanneswerk.de/system/impressum/;Frau Andrea Marx;api:ansprechpartner;https://facebook.com/ev.johanneswerk;;https://linkedin.com/company/ev-johanneswerk-ggmbh;;facebook: https://facebook.com/ev.johanneswerk | linkedin: https://linkedin.com/company/ev-johanneswerk-ggmbh;;complete;tel:api | mail:api | addr:api
213;AWO Julie-Kolb Seniorenzentrum;;Marl;Kreis Recklinghausen;Lipper Weg 6, 45770 Marl;02365 419-1;sz-marl@awo-ww.de;https://julie-kolb-sz.awo-ww.de/;Michael Scheffler, Anja Butschkau, Uwe Hildebrandt;impressum:https://julie-kolb-sz.awo-ww.de/impressum;Frau Gisela Kreutz;api:ansprechpartner;https://facebook.com/awo.bezirk.ww;;;https://youtube.com/c/Awo-wwDe;facebook: https://facebook.com/awo.bezirk.ww | youtube: https://youtube.com/c/Awo-wwDe;;complete;tel:api | mail:api | addr:api
1529;Altenheim Bruder-Jordan-Haus;Caritas-Betriebsführungs- und Trägergesellschaft Marl gemeinnützige GmbH;Marl;Kreis Recklinghausen;Kriemhildestr. 24, 45770 Marl;02365/934-0;info@bruder-jordan-haus-marl.de;https://www.caritas-marl.de;Markus Bothe;impressum:https://www.caritas-marl.de/impressum;Frau Laura Langenkamp;api:ansprechpartner;https://facebook.com/caritas.deutschland;;https://linkedin.com/company/deutscher-caritasverband-e.v.;;facebook: https://facebook.com/caritas.deutschland | linkedin: https://linkedin.com/company/deutscher-caritasverband-e.v.;;complete;tel:api | mail:api | addr:api
15831;Belia Seniorenresidenz Marl;Belia Seniorenresidenzen GmbH;Marl;Kreis Recklinghausen;Bergstraße 105, 45770 Marl;02365 9740 - 0;marl@belia.de;https://belia.de/marl/die-seniorenresidenz;Solitäre Kurzzeitpflege, Genießen Reinigung, Haustechnik Qualitätsmanag;impressum:https://belia.de/impressum;Sandra Buchta;api:ansprechpartner;https://facebook.com/belia.senioren;;https://linkedin.com/company/belia-seniorenresidenzen-gmbh;https://youtube.com/channel/UCFqj6kKI5G6MhI6aoNwTy6w;facebook: https://facebook.com/belia.senioren | linkedin: https://linkedin.com/company/belia-seniorenresidenzen-gmbh | youtube: https://youtube.com/channel/UCFqj6kKI5G6MhI6aoNwTy6w;;complete;tel:api | mail:api | addr:api
1533;Haus Stephanus;Caritas-Betriebsführungs- und Trägergesellschaft Marl gemeinnützige GmbH;Marl;Kreis Recklinghausen;Riegestr. 6, 45768 Marl;02365/85632-0;info@haus-stephanus-marl.de;https://www.caritas-marl.de;Markus Bothe;impressum:https://www.caritas-marl.de/impressum;Frau Wiebke Runge;api:ansprechpartner;https://facebook.com/caritas.deutschland;;https://linkedin.com/company/deutscher-caritasverband-e.v.;;facebook: https://facebook.com/caritas.deutschland | linkedin: https://linkedin.com/company/deutscher-caritasverband-e.v.;;complete;tel:api | mail:api | addr:api
1531;Haus Tobit;Caritas-Betriebsführungs- und Trägergesellschaft Marl gemeinnützige GmbH;Marl;Kreis Recklinghausen;Hülsbergstr. 135, 45772 Marl;02365/9801-0;info@haus-tobit.de;https://www.caritas-marl.de;Markus Bothe;impressum:https://www.caritas-marl.de/impressum;Daniel Bröer;api:ansprechpartner;https://facebook.com/caritas.deutschland;;https://linkedin.com/company/deutscher-caritasverband-e.v.;;facebook: https://facebook.com/caritas.deutschland | linkedin: https://linkedin.com/company/deutscher-caritasverband-e.v.;;complete;tel:api | mail:api | addr:api
19216;Pflegezentrum Bartholomäus;;Marl;Kreis Recklinghausen;Kolpingstraße 21, 45768 Marl;0236569990282;frank.friedrich@pek-kirsch.de;;Magnus Kirsch, An der Vestischen;websearch-cache:https://pflegeeinrichtungen-kirsch.de;Frank Friedrich;api:ansprechpartner;;;;;;;complete;tel:api | mail:api | addr:api
1903;Philipp-Nicolai-Haus;Evangelisches Johanneswerk gGmbH;Marl;Kreis Recklinghausen;Gebrüder-Grimm-Str. 8, 45768 Marl;02365 910446    02365 910425;pnh@johanneswerk.de;https://www.johanneswerk.de;Sabine Hirte, Dr. Bodo de Vries, Burkhard Bensiek, Frank Lohmann;impressum:https://www.johanneswerk.de/system/impressum/;Carolina Wagemakers, Sascha Meyer;api:ansprechpartner;https://facebook.com/ev.johanneswerk;;https://linkedin.com/company/ev-johanneswerk-ggmbh;;facebook: https://facebook.com/ev.johanneswerk | linkedin: https://linkedin.com/company/ev-johanneswerk-ggmbh;;complete;tel:api | mail:api | addr:api
6647;"Seniorenzentrum ""Alte Feuerwache""";Alloheim Senioren-Residenzen SE;Marl;Kreis Recklinghausen;Garmannstraße 1/3, 45768 Marl;02365/9538-0;s.gasik@pro-talis.de;https://www.pro-talis.de;Dr. Steffen Hehner, Carolin Behrendt, Petra Groth, Dr. Christian Mayer, Christoph Mosler, Thomas Rietz, Philipp Schuh;impressum:https://www.pro-talis.de/impressum;Frau Gasik;api:ansprechpartner;https://facebook.com/protalisholding;;;;facebook: https://facebook.com/protalisholding;;complete;tel:api | mail:api | addr:api
6654;"Seniorenzentrum ""Am Volkspark""";Alloheim Senioren-Residenzen SE;Marl;Kreis Recklinghausen;Breitestraße  35, 45768 Marl;02365-69920;am-volkspark@pro-talis.de;https://www.pro-talis.de;Dr. Steffen Hehner, Carolin Behrendt, Petra Groth, Dr. Christian Mayer, Christoph Mosler, Thomas Rietz, Philipp Schuh;impressum:https://www.pro-talis.de/impressum;Ruzwan Chaudry;api:ansprechpartner;https://facebook.com/protalisholding;;;;facebook: https://facebook.com/protalisholding;;complete;tel:api | mail:api | addr:api
13486;Seniorenzentrum Herzlia-Allee;Alloheim Senioren-Residenzen SE;Marl;Kreis Recklinghausen;Hans-Josef-Overbeck-Straße 1, 45770 Marl;02365/698164451;herzlia@pro-talis.de;https://www.pro-talis.de;Dr. Steffen Hehner, Carolin Behrendt, Petra Groth, Dr. Christian Mayer, Christoph Mosler, Thomas Rietz, Philipp Schuh;impressum:https://www.pro-talis.de/impressum;Stephan Bernd Schroder- Janutsch;api:ansprechpartner;https://facebook.com/protalisholding;;;;facebook: https://facebook.com/protalisholding;;complete;tel:api | mail:api | addr:api
19195;Wohn- und Pflegezentrum Auguste Victoria;SDK Kirsch GmbH;Marl;Kreis Recklinghausen;Victoriastraße 7-9, 45772 Marl;0236569890291;selma.puermoustafa@pek-kirsch.de;https://www.pflegeeinrichtungen-kirsch.de;Magnus Kirsch, An der Vestischen;impressum:https://pflegeeinrichtungen-kirsch.de/index.php/impressum/;Selma Pür Moustafa;api:ansprechpartner;;;;;;;complete;tel:api | mail:api | addr:api
1536;Altenheim St. Franziskus;Altenheim St. Franziskus gem. GmbH;Marsberg;Hochsauerlandkreis;Bundesstr. 52, 34431 Marsberg;02991/9870;info@ahfr.de;https://www.ahfr.de;Johanna Harke, Andreas Cramer;impressum:https://www.ahfr.de/impressum/;Schwester Anke Junker;api:ansprechpartner;;;;;;;complete;tel:api | mail:web(mistral) | addr:api
6543;DRK Seniorenzentrum Haus am Bomberg;DRK Ambulante Pflege Hamm gGmbH;Marsberg;Hochsauerlandkreis;Bombergweg 27, 34431 Marsberg;02992/97090;seniorenzentrum-marsberg@drk-brilon.de;https://www.seniorenzentrum-marsberg.de;Hasan Sürgit, Luis Murillo;impressum:seniorenzentrum-marsberg.de;Frau Ossig Ulrike;api:ansprechpartner;https://facebook.com/DRK.Ambulante.Pflege.Hamm;;;;facebook: https://facebook.com/DRK.Ambulante.Pflege.Hamm;;complete;tel:api | mail:api | addr:api
21091;K & S Seniorenresidenz Marsberg;Dr. Krantz Sozialbau und Betreuung SE;Marsberg;Hochsauerlandkreis;Lillers-Str. 9, 34431 Marsberg;0299265532102;marsberg-rl@ks-residenz.de;http://marsberg.ks-gruppe.de/residenz/;Dr. Ulrich Krantz, Björn Hagedorn, Sozial Bau;impressum:https://marsberg.ks-gruppe.de/residenz/footer/impressum/;"Welteke; Hendrik";api:ansprechpartner;;;https://de.linkedin.com/company/ks-gruppe-1;https://youtube.com/@ks-gruppe;linkedin: https://de.linkedin.com/company/ks-gruppe-1 | youtube: https://youtube.com/@ks-gruppe | xing: https://xing.com/pages/ks-gruppe-1;;complete;tel:api | mail:api | addr:api
11285;LWL-Pflegezentrum Marsberg;;Marsberg;Hochsauerlandkreis;Glindeplatz 3, 34431 Marsberg;02992/601-4100;andrea.engelmann@lwl.org;https://www.lwl-pflegezentrum-marsberg.de;Dr. Georg Lunemann;impressum:https://www.lwl-pflegezentrum-marsberg.de/de/impressum/;Frau Andrea Engelmann;api:ansprechpartner;https://facebook.com/lwleinrichtungenmarsberg;;;;facebook: https://facebook.com/lwleinrichtungenmarsberg;;complete;tel:api | mail:api | addr:api
2289;Alten-und Pflegeheim Sonnenhof;;Mechernich;Kreis Euskirchen;Kölner Str 25-31, 53894 Mechernich;02443-902900;verwaltung@sonnenhof-kommern.de;https://www.sonnenhof-kommern.de;Dr. Thomas Wiegand;impressum:https://www.sonnenhof-kommern.de/Impressum;Herr Thomas Wiegand;api:ansprechpartner;;;;;;;complete;tel:api | mail:api | addr:api
647;Barbarahof / Barbarahof HPZ;;Mechernich;Kreis Euskirchen;Im Schmidtenloch 32, 53894 Mechernich;02443/9046-0;info@barbarahof-mechernich.de;https://www.kkhm.de/einrichtungen-standorte/senioren-pflege/barbarahof-mechernich/;Martin Milde;impressum:https://www.kkhm.de/impressum;Frau Sabine Koch;api:ansprechpartner;https://facebook.com/gesundheitsverbundkkhm;;https://de.linkedin.com/company/kkhm;https://youtube.com/@verbundkkhm;facebook: https://facebook.com/gesundheitsverbundkkhm | linkedin: https://de.linkedin.com/company/kkhm | youtube: https://youtube.com/@verbundkkhm | xing: https://xing.com/pages/kreiskrankenhausmechernichgmbh;https://4e26a5fc.sibforms.com/serve/MUIFAAGp94h0UnQJHH0xMA5uYuLgTFeUxvemlb3mEhi5xvCpjxF_n4o_anVrTN7gzpq5ExtDurnuyQKeaQ3uVRzTdKU8Is27ooD4oxdPISvuzhhTOeVmle-_ChWsZjM0kB6DCDmRArAjfW0YtkmyKKNdzyLrNFSqMRe0bY8VrdTDAhM63rF9963MWCBeo14XbYjMeewq61CkdhhH (Brevo);complete;tel:api | mail:api | addr:api
602;Communio in Christo / nur SGB XI;Sozialwerk Communio in Christo e.V;Mechernich;Kreis Euskirchen;Bruchgasse 10 - 14 A, 53894 Mechernich;02443/98140;n.arnold@communio.nrw;https://www.communio.nrw;Norbert Arnold;impressum:https://www.communio.nrw/de/impressum.html;Herr Norbert Arnold;api:ansprechpartner;;;;;;https://www.communio.nrw/de/communio-in-christo/newsletter-und-digitale-geistliche-briefe.html;complete;tel:api | mail:api | addr:api
28595;Hortensiengarten Pflegeheim GmbH;Hortensiengarten Pflegeheim GmbH;Mechernich;Kreis Euskirchen;Becherhofer Weg 67, 53894 Mechernich;0244399010;kontakt@hortensiengarten-pflegeheim.de;https://www.hortensiengarten-pflegeheim.de;Olaf Lüdemann, Markus Loch, Hausleitung Sonja;impressum:https://hortensiengarten-pflegeheim.de/impressum/;Tim Lambertz;api:ansprechpartner;https://facebook.com/HortensiengartenPflegeheim;;;;facebook: https://facebook.com/HortensiengartenPflegeheim;;complete;tel:api | mail:api | addr:api
2808;Senioren und Betreuungseinrichtung / Haus Agnes Bertram GmbH;;Mechernich;Kreis Euskirchen;Gemünder Str 64, 53894 Mechernich;0244399050;info@haus-agnes-bertram.de;https://www.haus-agnes-bertram.de;Bertram Anna Maria Elfrieda, Regh Manuela;websearch-snippet:https://haus-agnes-bertram.de/impressum/;Manuela Regh;api:ansprechpartner;;;;;;;complete;tel:api | mail:api | addr:api
19653;Stiftung Seniorenheim Carl Kreuser jr.;;Mechernich;Kreis Euskirchen;Bahnstraße 67, 53894 Mechernich;02443/316-0;info@carl-kreuser.de;https://www.pflegesuche.de/pflegeheim/stiftung-carl-kreuser-jr-in-mechernich_18393.html;Nicht ermittelt;none;Lars Hammer;api:ansprechpartner;;;;;;;complete;tel:api | mail:api | addr:api
7443;Cellitinnen-Hausgemeinschaften St. Elisabeth;;Meckenheim;Rhein-Sieg-Kreis;Klosterstr. 57, 53340 Meckenheim;0228/4038-412;sabine.zocher@cellitinnen.de;https://www.cellitinnen.de;Thomas Gäde, Alexander Holubars, Gunnar Schneider;impressum:cellitinnen.de;Sabine Zocher;api:ansprechpartner;;;;https://youtube.com/channel/UCHr7s5HQXpAEtbnskJMJ7Vg;youtube: https://youtube.com/channel/UCHr7s5HQXpAEtbnskJMJ7Vg;;complete;tel:api | mail:api | addr:api
2522;Cellitinnen-Seniorenhaus St. Josef / VS;;Meckenheim;Rhein-Sieg-Kreis;Kirchfeldstr. 4, 53340 Meckenheim;0228/4038-412;sabine.zocher@cellitinnen.de;https://www.cellitinnen.de;Thomas Gäde, Alexander Holubars, Gunnar Schneider;impressum:cellitinnen.de;Sabine Zocher;api:ansprechpartner;;;;https://youtube.com/channel/UCHr7s5HQXpAEtbnskJMJ7Vg;youtube: https://youtube.com/channel/UCHr7s5HQXpAEtbnskJMJ7Vg;;complete;tel:api | mail:api | addr:api
7387;Cellitinnen-Seniorenhaus St. Josef Kurzzeitpflege;;Meckenheim;Rhein-Sieg-Kreis;Kirchfeldstr. 4, 53340 Meckenheim;0228/4038-412;sabine.zocher@cellitinnen.de;https://www.cellitinnen.de;Thomas Gäde, Alexander Holubars, Gunnar Schneider;impressum:cellitinnen.de;Sabine Zocher;api:ansprechpartner;;;;https://youtube.com/channel/UCHr7s5HQXpAEtbnskJMJ7Vg;youtube: https://youtube.com/channel/UCHr7s5HQXpAEtbnskJMJ7Vg;;complete;tel:api | mail:api | addr:api
2539;Johanniter-Stift Meckenheim;Johanniter Seniorenhäuser GmbH;Meckenheim;Rhein-Sieg-Kreis;Le-Mee-Platz 3, 53340 Meckenheim;02225-70810;sabine.steinbach@jose.johanniter.de;https://www.johanniter.de/senioren/meckenheim;Lutz Gebhardt, Thomas Neeb;impressum:https://www.johanniter.de/johanniter-seniorenhaeuser/standorte/johanniter-stift-koeln-kalk/impressum/;Sabine Steinbach;api:ansprechpartner;;;;;;https://www.johanniter.de/die-newsletter-der-johanniter/;complete;tel:api | mail:api | addr:api
12552;Wohn- und Pflegezentrum St. Mauritius, Medebach;;Medebach;Hochsauerlandkreis;Prozessionsweg 7, 59964 Medebach;029824060;post@mauritius-medebach.de;https://www.mauritius-medebach.de;Rainer Hellwig;impressum:mauritius-medebach.de;Herr Rainer Hellwig;api:ansprechpartner;;;;;;;complete;tel:api | mail:api | addr:api
29529;Hildegundis von Meer;;Meerbusch;Rhein-Kreis Neuss;Bommershöfer Weg 50, 40670 Meerbusch;02159 52 560;hildegundis@caritas-neuss.de;http://www.pfarrei-hildegundis-meerbusch.de/;Hermann Josef, Benjamin Lampa;websearch-cache:https://caritas-neuss.de;Frau Bettina Oellers;api:ansprechpartner;;;;;;;complete;tel:api | mail:api | addr:api
2503;Johanniter-Stift Meerbusch / Meerbusch-Büderich;Johanniter Seniorenhäuser GmbH;Meerbusch;Rhein-Kreis Neuss;Schackumer Str 10, 40667 Meerbusch;02132/135-0;info-meerbusch@jose.johanniter.de;https://www.johanniter.de/senioren/meerbusch;Lutz Gebhardt, Thomas Neeb;impressum:https://www.johanniter.de/johanniter-seniorenhaeuser/standorte/johanniter-stift-koeln-kalk/impressum/;Leitung Sozialer Dienst;api:ansprechpartner;;;;;;https://www.johanniter.de/die-newsletter-der-johanniter/;complete;tel:api | mail:api | addr:api
2151;Malteserstift St. Stephanus;;Meerbusch;Rhein-Kreis Neuss;Am Wasserturm 8 - 14, 40668 Meerbusch;02150 913-0;karin.rosin@malteser.org;https://www.caritas.de/adressen/malteserstift-st.-stephanus/40668-meerbusch/104743;Dr. Elmar Pankau, Douglas Graf;websearch-cache:https://malteser-wohnen-pflegen.de;Frau Karin Rosin;api:ansprechpartner;;;;;;;complete;tel:api | mail:api | addr:api
2152;Malteserstift St. Stephanus / - NeuroCare -;;Meerbusch;Rhein-Kreis Neuss;Am Wasserturm 8 - 14, 40668 Meerbusch;02150 913-0;karin.rosin@malteser.org;https://www.malteser.de/wohnen-pflegen/schwerpunktpflege/neurocare.html;Dr. Elmar Pankau, Douglas Graf;impressum:https://www.malteser.de/impressum.html;Frau Karin Rosin;api:ansprechpartner;https://facebook.com/malteser.de;;https://de.linkedin.com/company/malteser;https://youtube.com/user/mymalteser;facebook: https://facebook.com/malteser.de | linkedin: https://de.linkedin.com/company/malteser | youtube: https://youtube.com/user/mymalteser | tiktok: https://tiktok.com/@malteserdeutschland;https://www.malteser.de/spenden-helfen/newsletter-abonnieren.html;complete;tel:api | mail:api | addr:api
21387;Meridias-Rheinstadtpflegehaus Meerbusch GmbH | Haus 2;;Meerbusch;Rhein-Kreis Neuss;Helen-Keller-Straße 9, 40670 Meerbusch;02159 6941-450;el2611@emvia.de;https://www.meridias-meerbusch.net;Volker Feldkamp, Jörg Schuster, Patrick Seikert, Achaz von Quistorp;impressum:https://www.emvia.de/standort-meridias-meerbusch/impressum/;Tatiana Koplin;api:ansprechpartner;https://facebook.com/people/Meridias-Meerbusch/100048591013974;;;;facebook: https://facebook.com/people/Meridias-Meerbusch/100048591013974;;complete;tel:api | mail:api | addr:api
1120;Meridias-Rheinstadtpflegehaus Meerbusch Haus I / Vollstationär;;Meerbusch;Rhein-Kreis Neuss;Helen-Keller Str. 7, 40670 Meerbusch;02159 6941410;el2610@emvia.de;https://www.meridias-meerbusch.de;Volker Feldkamp, Jörg Schuster, Achaz von Quistorp;websearch-cache:https://emvia.de;Robert Fuhlhage;api:ansprechpartner;;;;;;;complete;tel:api | mail:api | addr:api
36051;Curavie Seniorenresidenz Meinerzhagen;Curavie Seniorenresidenzen GmbH;Meinerzhagen;Märkischer Kreis;Im Brannten 1, 58540 Meinerzhagen;02354 – 7799 1000;meinerzhagen@curavie-pflege.de;https://curavie-pflege.de/meinerzhagen;Michael Burmester, Susanne Thon;impressum:https://curavie-pflege.de/impressum;Brigitte Joraschkewitz;api:ansprechpartner;https://facebook.com/Curavie;;;;facebook: https://facebook.com/Curavie;;check;tel:api | mail:api | addr:api || issues:tel-format
1621;Wilhelm-Langemann-Haus;Evangelische Perthes-Stiftung;Meinerzhagen;Märkischer Kreis;Mühlenbergstr. 15, 58540 Meinerzhagen;02354/915400;wlh-meinerzhagen@perthes-stiftung.de;http://www.pertheswerk.de/Das-Haus-Node_14713.html;Pastor Dr. Jens Beckmann, Michael Wermker;impressum:https://www.perthes-stiftung.de/impressum;Frau Beata Karnik-Schygulla;api:ansprechpartner;https://facebook.com/perthesstiftung;;https://de.linkedin.com/company/evangelische-perthes-stiftung;;facebook: https://facebook.com/perthesstiftung | linkedin: https://de.linkedin.com/company/evangelische-perthes-stiftung | xing: https://xing.com/pages/evangelische-perthes-stiftung-e-v;;complete;tel:api | mail:api | addr:api
143;Altenheim St. Vincenz;Kath. Kliniken im Märkischen Kreis gem. GmbH;Menden;Märkischer Kreis;Hauptstr. 13, 58706 Menden;02373/91730-0;verwaltung-vam@kkimk.de;https://www.kkimk.de;Marcus Gertjejanßen;impressum:https://kkimk.de/impressum/;Hendrik Luicke;api:ansprechpartner;https://facebook.com/profile.php?id=100038756893106;;;https://youtube.com/@WerhilftmirinGesundheitsfragen;facebook: https://facebook.com/profile.php?id=100038756893106 | youtube: https://youtube.com/@WerhilftmirinGesundheitsfragen;;complete;tel:api | mail:api | addr:api
1009;Cramer´sche Fabrik  Wohnen im Alter;Krutmann ProSana GmbH & Co. KG;Menden;Märkischer Kreis;Ostwall 2 -4, 58706 Menden;02373/393360;n.krutmann@prosana-pflege.de;https://www.prosana-pflege.de;Kurt Krutmann, Nadine Krutmann-Werth;impressum:https://prosana-pflege.de/impressum/;Frau Nadine Krutmann- Werth;api:ansprechpartner;;;;;;;complete;tel:api | mail:api | addr:api
1669;HANSA Seniorenwohnpark Menden;Hansa-Gruppe - Oldenburg HANSA Pflege & Residenzen GmbH;Menden;Märkischer Kreis;Bodelschwinghstr. 64, 58706 Menden;02373/1790-5;swp.menden@hansa-gruppe.info;https://www.hansa-gruppe.info;Hans-Jürgen Thörner, Sabina Holzenleuchter;impressum:https://www.hansa-gruppe.info/impressum/;Frau Hoffmann Tanja;api:ansprechpartner;https://facebook.com/azurithansagruppe;;https://linkedin.com/company/azurit-hansa-gruppe;https://youtube.com/user/AzuritVideoChannel;facebook: https://facebook.com/azurithansagruppe | linkedin: https://linkedin.com/company/azurit-hansa-gruppe | youtube: https://youtube.com/user/AzuritVideoChannel;;complete;tel:api | mail:api | addr:api
1012;Haus Natalena;Krutmann ProSana GmbH & Co. KG;Menden;Märkischer Kreis;Steinstr. 6, 58710 Menden;02373/984640;n.krutmann@prosana-pflege.de;https://www.prosana-pflege.de;Kurt Krutmann, Nadine Krutmann-Werth;impressum:https://prosana-pflege.de/impressum/;Frau Nadine Krutmann- Werth;api:ansprechpartner;;;;;;;complete;tel:api | mail:api | addr:api
